,어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자,위도,경도
725,동화나라어린이집,전라북도,군산시,가정,17,5,전라북도 군산시 하나운로 44,063-468-5564,063-468-5564,3,N,0,0,,2019-04-01,35.96265793,126.7008735
726,조은몬테소리어린이집,전라북도,군산시,가정,19,5,전라북도 군산시 해망로 447,063-468-4277,063-911-7646,3,N,4,1,,2019-04-01,35.98568178,126.6928569
727,파란나라어린이집,전라북도,군산시,가정,20,8,전라북도 군산시 백토로 230,063-461-0858,063-461-0858,3,Y,0,1,,2019-04-01,35.95927553,126.7030598
728,세경코끼리어린이집,전라북도,군산시,가정,14,4,전라북도 군산시 하나운로 28,063-468-9440,,3,N,0,1,,2019-04-01,35.96094541,126.702836
729,꿈나래어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 백토로 216,063-468-6557,,3,Y,2,1,,2019-04-01,35.96020776,126.7035321
730,꿈별어린이집,전라북도,군산시,가정,20,7,전라북도 군산시 수송로 71,063-464-7972,,3,N,0,1,,2019-04-01,35.96547679,126.7040597
731,꼬꼬어린이집,전라북도,군산시,가정,14,5,전라북도 군산시 하나운로 18,063-466-2129,,3,N,0,1,,2019-04-01,35.96041852,126.6997078
732,꾸러기어린이집,전라북도,군산시,가정,19,5,전라북도 군산시 의료원로 136,063-910-7858,063-910-7858,3,N,0,1,,2019-04-01,35.95802599,126.7018723
733,뽀뽀뽀어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 수송로 49,063-461-0728,063-461-0728,3,Y,4,1,,2019-04-01,35.9663285,126.7026188
734,꼬마별어린이집,전라북도,군산시,가정,18,3,전라북도 군산시 수송로 49,063-465-8927,063-465-8927,3,N,0,1,,2019-04-01,35.9663285,126.7026188
735,선한빛어린이집,전라북도,군산시,가정,13,4,전라북도 군산시 미룡로 41,063-910-5000,063-910-6040,3,N,2,1,,2019-04-01,35.94437955,126.6882144
736,오렌지어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 의료원로 180,063-471-6706,063-471-6706,3,Y,0,1,,2019-04-01,35.9601811,126.6970783
737,하늘꿈어린이집,전라북도,군산시,가정,19,5,전라북도 군산시 풍문2길 35,063-445-7782,063-445-7782,3,N,0,1,,2019-04-01,35.97886259,126.7192648
738,꿈사랑어린이집,전라북도,군산시,가정,19,6,전라북도 군산시 축동로 6,063-465-5766,,3,Y,4,1,,2019-04-01,35.95993082,126.7109235
739,꿈동산어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 계산로 78,063-468-2181,063-468-2181,3,N,0,1,,2019-04-01,36.17188657,127.7850017
740,엔젤맘어린이집,전라북도,군산시,가정,17,4,전라북도 군산시 설림길 61,063-467-7003,063-467-7003,3,N,0,1,,2019-04-01,35.97517003,126.6820451
741,팅커벨어린이집,전라북도,군산시,가정,17,5,전라북도 군산시 진포1길 10,063-462-7278,,3,N,0,1,,2019-04-01,35.97040233,126.7164243
742,꿈돌이어린이집,전라북도,군산시,가정,13,3,전라북도 군산시 의료원로 137,063-466-2600,063-910-7667,3,N,0,1,,2019-04-01,35.95797951,126.7004684
743,꼬마대통령어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 용둔길 12,063-471-2119,,3,N,0,1,,2019-04-01,35.94110693,126.6918273
744,꼬마뽀로로어린이집,전라북도,군산시,가정,19,6,전라북도 군산시 계산로 71,063-471-0628,063-471-0628,3,N,4,1,,2019-04-01,37.5378811,126.7201927
745,까르르어린이집,전라북도,군산시,가정,16,6,전라북도 군산시 미룡로 41,063-468-1565,063-468-1565,3,N,0,1,,2019-04-01,35.94437955,126.6882144
746,잼재미어린이집,전라북도,군산시,가정,20,5,전라북도 군산시 나운로 39,063-462-8321,,3,N,0,1,,2019-04-01,35.96854273,126.7033803
747,해뜨는어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 미룡로 64,063-468-3596,063-466-3596,3,Y,0,1,,2019-04-01,35.94531341,126.6920538
748,꼬꼬마어린이집,전라북도,군산시,가정,19,5,전라북도 군산시 설림2길 33-1,063-467-4795,070-8849-4795,3,N,0,1,,2019-04-01,35.977155,126.6850883
749,꿈을주는몬테소리어린이집,전라북도,군산시,가정,20,4,전라북도 군산시 의료원로 180,063-468-6785,063-468-6785,3,N,0,1,,2019-04-01,35.9601811,126.6970783
750,베베어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 상지곡1길 20,063-461-2275,,3,N,0,1,,2019-04-01,35.95648824,126.7073373
751,이레몬테소리어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 백토로 242,063-467-6447,063-467-6449,3,N,7,1,,2019-04-01,35.95819982,126.7028829
752,토마토어린이집,전라북도,군산시,가정,17,4,전라북도 군산시 의료원로 159,063-464-6757,,3,N,0,1,,2019-04-01,35.95886133,126.6988345
753,아이팡팡어린이집,전라북도,군산시,가정,19,5,전라북도 군산시 수송로 49,063-465-3390,063-465-3390,3,N,0,1,,2019-04-01,35.9663285,126.7026188
754,제일좋은어린이집,전라북도,군산시,가정,19,5,전라북도 군산시 축동안길 37,063-468-7322,063-468-7322,3,Y,4,1,,2019-04-01,35.96678105,126.712098
755,재미난어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 백토로 117,063-467-8333,063-464-8332,2,N,0,1,,2019-04-01,35.96825797,126.7083542
756,푸른솔어린이집,전라북도,군산시,가정,20,7,전라북도 군산시 의료원로 180,063-467-9367,063-467-9367,3,Y,0,1,,2019-04-01,35.9601811,126.6970783
757,해피아이어린이집,전라북도,군산시,가정,19,4,전라북도 군산시 해망로 606,063-911-1400,063-911-1400,3,N,0,1,,2019-04-01,35.98094783,126.6767179
758,꼬망어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 하나운로 44,063-468-9387,063-468-9387,3,Y,0,1,,2019-04-01,35.96265793,126.7008735
759,행복어린이집,전라북도,군산시,가정,19,5,전라북도 군산시 해망로 606,063-468-3011,063-910-3016,3,N,4,1,,2019-04-01,35.98094783,126.6767179
760,햇살나무어린이집,전라북도,군산시,가정,19,6,전라북도 군산시 해망로 606,063-910-2020,,3,N,4,1,,2019-04-01,35.98094783,126.6767179
761,아이조아어린이집,전라북도,군산시,가정,19,5,전라북도 군산시 동아로 160,063-464-8283,063-464-8283,3,N,0,1,,2019-04-01,35.96809831,126.6863565
762,숲속가베어린이집,전라북도,군산시,가정,20,7,전라북도 군산시 미장안길 55,063-442-0140,,3,N,0,1,,2019-04-01,35.96901583,126.7260662
763,정다운어린이집,전라북도,군산시,가정,18,5,전라북도 군산시 궁포2로 20,063-451-7787,063-910-2242,3,N,1,1,,2019-04-01,35.97951318,126.7392293
764,꿈이크는어린이집,전라북도,군산시,가정,20,4,전라북도 군산시 하나운로 43,063-466-1440,063-466-5440,3,N,0,1,,2019-04-01,35.96277801,126.7003816
765,키움어린이집,전라북도,군산시,가정,20,5,전라북도 군산시 축동로 83,063-471-7894,063-471-7894,3,N,1,1,,2019-04-01,35.96581355,126.7093961
766,누리어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 경포천로 66,063-443-9003,063-443-9101,3,N,4,1,,2019-04-01,35.96472729,126.7245668
767,햇살가득어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 해망로 447,063-467-0704,063-471-0704,3,N,0,0,,2019-04-01,35.98568178,126.6928569
768,옹달샘어린이집,전라북도,군산시,가정,11,4,전라북도 군산시 의료원로 147,063-468-8212,063-468-8212,3,N,0,1,,2019-04-01,35.95771892,126.6994442
769,조은어린이집,전라북도,군산시,가정,20,5,전라북도 군산시 수송동로 100,070-8682-2192,,3,N,0,1,,2019-04-01,35.96932248,126.7201926
770,자람터어린이집,전라북도,군산시,가정,20,5,전라북도 군산시 구영6길 31,063-445-0113,063-445-0113,3,N,0,1,,2019-04-01,35.98572586,126.7085402
771,행복나무어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 수송동로 100,063-468-4860,063-468-4860,3,N,4,1,,2019-04-01,35.96932248,126.7201926
772,포그니어린이집,전라북도,군산시,가정,19,4,전라북도 군산시 동아로 160,063-911-8676,063-911-8676,3,N,0,1,,2019-04-01,35.96809831,126.6863565
773,하늘샘어린이집,전라북도,군산시,가정,13,5,전라북도 군산시 의료원로 159,063-911-8044,063-911-8044,3,N,0,1,,2019-04-01,35.95886133,126.6988345
774,다솜사랑어린이집,전라북도,군산시,가정,19,7,전라북도 군산시 해망로 447,063-911-6266,063-911-6265,3,N,4,1,,2019-04-01,35.98568178,126.6928569
775,은파어린이집,전라북도,군산시,가정,18,6,전라북도 군산시 은파순환길 149,070-4405-1973,063-471-1973,3,N,0,1,,2019-04-01,35.94550224,126.6933998
776,아기코끼리어린이집,전라북도,군산시,가정,20,5,전라북도 군산시 수송동로 34,063-465-3992,,3,N,4,1,,2019-04-01,35.96237905,126.7199032
777,수피아어린이집,전라북도,군산시,가정,13,2,전라북도 군산시 백토로 117,063-911-4248,063-911-4247,3,N,0,1,,2019-04-01,35.96825797,126.7083542
778,챔피언어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 수송동로 100,063-462-9002,063-462-9002,3,N,4,0,,2019-04-01,35.96932248,126.7201926
779,사랑둥지어린이집,전라북도,군산시,가정,13,2,전라북도 군산시 백토로 117,063-467-2556,,3,N,4,0,,2019-04-01,35.96825797,126.7083542
780,보듬아어린이집,전라북도,군산시,가정,13,5,전라북도 군산시 영명길 6,063-911-5050,063-443-2714,3,N,0,1,,2019-04-01,35.98481795,126.7429979
781,푸른나래어린이집,전라북도,군산시,가정,17,4,전라북도 군산시 풍전3길 26,063-910-6885,063-910-6885,3,N,0,1,,2019-04-01,35.97966929,126.6794519
782,해피둥이어린이집,전라북도,군산시,가정,13,5,전라북도 군산시 미룡로 42,063-911-3880,063-911-3880,3,N,0,0,,2019-04-01,35.94144394,126.6895326
783,애플키즈어린이집,전라북도,군산시,가정,19,7,전라북도 군산시 서당길 9,063-445-0120,063-445-0120,3,N,4,1,,2019-04-01,36.54736721,127.1404461
784,캥거루어린이집,전라북도,군산시,가정,20,4,전라북도 군산시 경포천로 66,063-446-2209,063-446-2209,3,N,0,1,,2019-04-01,35.96472729,126.7245668
785,은빛어린이집,전라북도,군산시,가정,19,4,전라북도 군산시 부곡1길 39,063-466-9340,,3,N,0,1,,2019-04-01,37.33316844,126.8572706
786,보람어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 축동로 34,063-910-9669,063-467-4977,4,N,0,1,,2019-04-01,35.96141924,126.7138702
787,귀염둥이어린이집,전라북도,군산시,가정,19,6,전라북도 군산시 서당길 9,063-445-1636,,3,N,0,1,,2019-04-01,36.54736721,127.1404461
788,꼬마숲예꿈어린이집,전라북도,군산시,가정,20,7,전라북도 군산시 용둔길 6,063-467-9327,063-467-9327,4,N,6,1,,2019-04-01,35.94259567,126.6926312
789,포도나무어린이집,전라북도,군산시,가정,13,2,전라북도 군산시 백토로 117,063-467-3005,063-467-3005,3,N,0,1,,2019-04-01,35.96825797,126.7083542
790,예꼬어린이집,전라북도,군산시,가정,16,7,전라북도 군산시 미룡로 42,063-911-9182,,3,N,4,1,,2019-04-01,35.94144394,126.6895326
791,로뎀나무어린이집,전라북도,군산시,가정,20,7,전라북도 군산시 용둔길 6,070-8271-6565,,3,N,0,1,,2019-04-01,35.94259567,126.6926312
792,한마음어린이집,전라북도,군산시,가정,17,6,전라북도 군산시 계산로 71,063-461-3790,063-461-3790,4,N,4,1,,2019-04-01,37.5378811,126.7201927
793,오식도어린이집,전라북도,군산시,가정,20,2,전라북도 군산시 분멀길 29-11,063-471-6681,063-471-6681,3,N,0,1,,2019-04-01,35.96307694,126.5692642
794,온새미로어린이집,전라북도,군산시,가정,20,5,전라북도 군산시 하나운로 45,063-910-2551,063-910-2551,3,N,4,1,,2019-04-01,35.96285577,126.6996906
795,별똥별어린이집,전라북도,군산시,가정,19,4,전라북도 군산시 동흥남길 9,063-446-0179,,3,N,0,1,,2019-04-01,35.97433088,126.7190956
796,진솔한어린이집,전라북도,군산시,가정,13,5,전라북도 군산시 백토로 117,063-471-5550,,3,N,0,1,,2019-04-01,35.96825797,126.7083542
797,나무와아이들어린이집,전라북도,군산시,가정,20,7,전라북도 군산시 대명길 3,063-446-3807,,3,N,0,1,,2019-04-01,37.58338956,127.0013221
798,해밀어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 서수송2길 23,063-911-5311,063-911-5311,3,N,1,1,,2019-04-01,35.96581317,126.7085311
799,해랑숲어린이집,전라북도,군산시,가정,14,2,전라북도 군산시 현충로 33,063-464-6018,,4,N,4,1,,2019-04-01,37.35880934,127.9542512
800,키즈별어린이집,전라북도,군산시,가정,20,6,전라북도 군산시 미장남로 10,063-468-9984,063-465-9984,3,N,4,0,,2019-04-01,35.96136493,126.7251827
801,미소어린이집,전라북도,군산시,가정,20,7,전라북도 군산시 신지길 37,063-461-4567,063-465-6780,3,N,0,1,,2019-04-01,37.29174982,127.5651808
802,세빛어린이집,전라북도,군산시,가정,20,5,전라북도 군산시 서수송2길 23,063-471-3814,070-8809-3814,3,N,4,1,,2019-04-01,35.96581317,126.7085311
803,아띠어린이집,전라북도,군산시,가정,10,2,전라북도 군산시 풍전6길 16,063-461-2551,,2,N,0,1,,2019-04-01,35.97646744,126.67752
804,미래나무어린이집,전라북도,군산시,직장,62,13,전라북도 군산시 하신2길 34,063-471-9251,063-471-9252,3,N,7,2,,2019-04-01,35.96838163,126.7009625
805,타타대우어린이집,전라북도,군산시,직장,30,6,전라북도 군산시 신평길 16-9,063-465-2017,063-465-2018,0,N,5,0,,2019-04-01,35.9567178,126.7144528
806,OCI어린이집,전라북도,군산시,직장,26,9,전라북도 군산시 축동로 80,063-465-7981,063-465-7982,0,N,8,0,,2019-04-01,35.96689413,126.7109994
807,동산원광어린이집,전라북도,익산시,국공립,46,12,전라북도 익산시 동천로7길 26-5,063-857-2259,063-854-2260,4,Y,9,1,,2019-04-01,35.9324253,126.9710238
808,이리별나라어린이집,전라북도,익산시,국공립,99,15,전라북도 익산시 인북로40길 2,063-857-4990,063-857-4992,7,Y,16,2,,2019-04-01,35.94678577,126.9591895
809,부송원광어린이집,전라북도,익산시,국공립,70,14,전라북도 익산시 무왕로22길 12,063-831-0273,063-831-0293,6,Y,15,1,,2019-04-01,35.95741178,126.9854571
810,이리어린이집,전라북도,익산시,국공립,91,16,전라북도 익산시 선화로31길 22,063-852-1955,063-852-1976,6,Y,9,2,,2019-04-01,35.94812046,126.9535892
811,엄마랑 어린이집,전라북도,익산시,국공립,77,13,전라북도 익산시 인북로32길 32,063-851-5880,063-851-5881,5,Y,3,2,,2019-04-01,35.94703854,126.9598849
812,천사어린이집,전라북도,익산시,국공립,79,13,전라북도 익산시 서동로21길 13,063-854-0520,063-842-0520,6,Y,7,2,,2019-04-01,35.93747957,126.9675527
813,송백마을어린이집,전라북도,익산시,국공립,29,8,전라북도 익산시 부송1로 123,063-838-9414,063-838-9414,3,N,0,1,,2019-04-01,35.95949366,126.9940739
814,지안리즈어린이집,전라북도,익산시,국공립,40,10,전라북도 익산시 학곤로 154-7,063-852-1627,063-843-1627,3,Y,6,0,,2019-04-01,35.94124243,126.9287259
815,맑은샘휴먼시아어린이집,전라북도,익산시,국공립,45,14,전라북도 익산시 동천로 25,063-854-3579,063-841-3579,5,Y,6,1,,2019-04-01,35.9295436,126.9644505
816,배산에코르어린이집,전라북도,익산시,국공립,38,9,전라북도 익산시 배산로 93,063-858-7500,,4,N,7,0,,2019-04-01,35.94805581,126.9374397
817,인화행복주택어린이집,전라북도,익산시,국공립,60,7,전라북도 익산시 인화동2가 목천로 318,063-858-9556,063-858-9557,0,Y,0,1,,2019-04-01,35.92688107,126.955317
818,삼성어린이집,전라북도,익산시,사회복지법인,48,8,전라북도 익산시 선화로 876,063-831-7942,063-831-7942,4,N,0,1,,2019-04-01,35.97408531,126.9985382
819,황등어린이집,전라북도,익산시,사회복지법인,74,6,전라북도 익산시 황등면 황등10길 28,063-856-6620,063-856-6620,4,Y,0,1,,2019-04-01,36.00750184,126.9455453
820,상록어린이집,전라북도,익산시,사회복지법인,60,9,전라북도 익산시 익산대로50길 41,063-841-0403,063-852-0403,4,Y,0,1,,2019-04-01,35.95022374,126.9561336
821,동양어린이집,전라북도,익산시,사회복지법인,99,18,전라북도 익산시 목상길 17,063-841-8668,063-837-8668,7,Y,2,3,,2019-04-01,35.92130157,126.9345245
822,행원어린이집,전라북도,익산시,사회복지법인,82,14,전라북도 익산시 석암로 100,063-835-5544,063-834-8789,6,Y,9,2,,2019-04-01,35.94640606,127.0022535
823,함열어린이집,전라북도,익산시,사회복지법인,86,12,전라북도 익산시 함열읍 와리3길 55,063-862-1767,063-862-1779,7,Y,8,2,,2019-04-01,36.08158397,126.9630682
824,사회복지법인금호어린이집,전라북도,익산시,사회복지법인,89,12,전라북도 익산시 삼기면 연동1길 79,063-858-4445,063-858-4435,7,Y,16,2,,2019-04-01,36.03912937,127.0078998
825,한가람어린이집,전라북도,익산시,사회복지법인,97,8,전라북도 익산시 황등면 익산대로 1068,063-857-5480,063-857-5481,5,Y,0,1,,2019-04-01,36.01766217,126.9436408
826,원일어린이집,전라북도,익산시,사회복지법인,49,10,전라북도 익산시 보석로2길 27-19,063-833-7112,063-833-7111,7,Y,10,2,,2019-04-01,35.94142079,126.971438
827,함라어린이집,전라북도,익산시,사회복지법인,89,7,전라북도 익산시 함라면 수동길 42-8,063-856-6878,063-856-6877,4,Y,9,1,,2019-04-01,36.06118222,126.9069596
828,천일어린이집,전라북도,익산시,사회복지법인,79,19,전라북도 익산시 인화동2가 주현로2길 10,063-855-3200,063-855-3833,6,Y,12,2,,2019-04-01,35.93189775,126.956528
829,용안어린이집,전라북도,익산시,사회복지법인,30,7,전라북도 익산시 용안면 중창길 27-9,063-861-3581,063-861-3581,4,Y,7,1,,2019-04-01,36.12260363,126.9568257
830,작은천사어린이집,전라북도,익산시,사회복지법인,60,23,전라북도 익산시 하나로15길 143,063-834-7607,063-834-7609,5,Y,15,3,,2019-04-01,35.99357581,126.9691505
831,아람어린이집,전라북도,익산시,사회복지법인,89,14,전라북도 익산시 춘포면 광동길 34,063-834-3252,063-834-3255,7,Y,0,2,,2019-04-01,35.93066549,127.0181495
832,i와숲어린이집,전라북도,익산시,사회복지법인,85,12,전라북도 익산시 군익로6길 10,063-856-3335,063-856-3335,7,Y,4,1,,2019-04-01,35.94438129,126.9315358
833,금마어린이집,전라북도,익산시,사회복지법인,80,12,전라북도 익산시 금마면 미륵사지로4길 25,063-836-7877,063-836-7866,6,Y,2,2,,2019-04-01,35.99061712,127.0465674
834,성혜어린이집,전라북도,익산시,사회복지법인,49,8,전라북도 익산시 고봉로6길 29,063-854-8678,063-843-3856,6,Y,1,1,,2019-04-01,35.93978665,126.9634115
835,솜리원광어린이집,전라북도,익산시,사회복지법인,70,14,전라북도 익산시 익산대로 415-7,063-852-0013,063-852-0107,5,Y,15,2,,2019-04-01,35.96285711,126.9522421
836,사회복지법인여산어린이집,전라북도,익산시,사회복지법인,79,9,전라북도 익산시 여산면 동헌길 34,063-836-5958,063-836-5958,4,Y,8,2,,2019-04-01,36.06094884,127.0854885
837,해나라어린이집,전라북도,익산시,사회복지법인,81,9,전라북도 익산시 선화로30길 60-11,063-835-1549,063-835-3151,4,Y,3,2,,2019-04-01,35.9475477,126.9938268
838,나무와새어린이집,전라북도,익산시,사회복지법인,79,7,전라북도 익산시 동서로 468-1,063-831-9552,063-831-9551,6,Y,0,2,,2019-04-01,35.95087676,126.9851705
839,행복한 사과나무 어린이집,전라북도,익산시,사회복지법인,35,19,전라북도 익산시 익산대로30길 9,063-851-8400,063-836-0342,4,N,11,2,,2019-04-01,35.94760528,126.9512399
840,평화어린이집,전라북도,익산시,법인·단체등,58,7,전라북도 익산시 익산대로6길 10-1,063-854-5068,063-853-5068,5,Y,9,3,,2019-04-01,35.93431087,126.946182
841,황등원광어린이집,전라북도,익산시,법인·단체등,63,11,전라북도 익산시 황등면 황등중앙로 100-25,063-856-6811,063-856-4776,5,Y,8,2,,2019-04-01,36.00203279,126.9437798
842,함열원광어린이집,전라북도,익산시,법인·단체등,83,14,전라북도 익산시 함열읍 함열중앙로 60,063-861-0366,063-861-0182,6,Y,13,2,,2019-04-01,36.07770646,126.9636512
843,왕궁원광어린이집,전라북도,익산시,법인·단체등,42,7,전라북도 익산시 왕궁면 왕궁로 548,063-832-6440,063-832-7440,4,Y,9,2,,2019-04-01,35.96737723,127.0905235
844,샤론어린이집,전라북도,익산시,법인·단체등,45,5,전라북도 익산시 왕궁면 상동길 15-10,063-291-5124,063-291-5774,4,Y,0,1,,2019-04-01,35.93744726,127.0856666
845,복지온누리어린이집,전라북도,익산시,법인·단체등,58,7,전라북도 익산시 서동로11길 37,063-858-3817,063-858-3812,4,Y,2,2,,2019-04-01,35.93623196,126.9589493
846,금마성모어린이집,전라북도,익산시,법인·단체등,90,15,전라북도 익산시 금마1길 5-11,063-836-7931,063-836-7931,5,Y,12,2,,2019-04-01,35.99044003,127.051202
847,신용원광어린이집,전라북도,익산시,법인·단체등,77,15,전라북도 익산시 익산대로31길 1,063-855-6085,063-855-6221,6,Y,10,2,,2019-04-01,35.96780245,126.9504148
848,영등원광어린이집,전라북도,익산시,법인·단체등,70,6,전라북도 익산시 고봉로 169,063-842-2375,063-858-2365,5,Y,6,1,,2019-04-01,35.94776033,126.9669449
849,고성어린이집,전라북도,익산시,법인·단체등,92,19,전라북도 익산시 신동로 59,063-855-2721,063-852-2256,6,Y,14,2,,2019-04-01,35.95665251,126.9590391
850,샘물선교어린이집,전라북도,익산시,법인·단체등,141,18,전라북도 익산시 무왕로19길 36-1,063-835-8387,063-834-8387,9,Y,0,3,,2019-04-01,35.96227087,126.9851484
851,함열성심어린이집,전라북도,익산시,법인·단체등,60,9,전라북도 익산시 함열읍 익산대로 1825,063-861-7184,063-862-7184,0,Y,0,1,,2019-04-01,36.08031947,126.966451
852,정토원광어린이집,전라북도,익산시,법인·단체등,144,20,전라북도 익산시 무왕로 820,063-841-2629,063-841-2643,10,Y,16,2,,2019-04-01,35.964241,126.9494805
853,한빛어린이집,전라북도,익산시,민간,92,19,전라북도 익산시 고봉로22길 18,063-833-4208,063-834-4208,8,Y,13,3,,2019-04-01,35.95439781,126.97085
854,즐거운어린이집,전라북도,익산시,민간,36,11,전라북도 익산시 평동로17길 18,063-852-5294,063-852-5293,3,N,8,2,,2019-04-01,35.930452,126.9596871
855,참마음사랑 어린이집,전라북도,익산시,민간,72,18,전라북도 익산시 부송로 32,063-832-8385,063-834-9492,8,Y,22,3,,2019-04-01,35.95486477,126.9919714
856,아이다솜어린이집,전라북도,익산시,민간,72,20,전라북도 익산시 모현동2가 신기1길 18,063-842-2548,063-853-0451,7,Y,9,2,,2019-04-01,36.76772063,127.7562691
857,파란나라어린이집,전라북도,익산시,민간,49,18,전라북도 익산시 선화로65길 12-5,063-832-8977,063-832-9022,3,Y,11,2,,2019-04-01,35.95007451,126.9908898
858,행복한아이들어린이집,전라북도,익산시,민간,31,10,전라북도 익산시 무왕로26길 32,063-834-0030,063-856-0814,4,Y,7,1,,2019-04-01,35.95831686,126.9976812
859,정금어린이집,전라북도,익산시,민간,137,26,전라북도 익산시 배산로14길 5-3,063-854-8291,063-854-7170,9,Y,10,3,,2019-04-01,35.94616654,126.9395568
860,새싹어린이집,전라북도,익산시,민간,75,11,전라북도 익산시 주현로3길 21-4,063-855-0708,063-855-0722,8,Y,0,2,,2019-04-01,35.9347825,126.9537531
861,익산어린이집,전라북도,익산시,민간,78,20,전라북도 익산시 동천로3길 9,063-851-2752,063-852-2758,9,Y,14,2,,2019-04-01,35.93009852,126.9677158
862,참빛고운어린이집,전라북도,익산시,민간,112,17,전라북도 익산시 동서로 377,063-832-8953,063-832-8953,7,Y,15,2,,2019-04-01,35.95107606,126.9750281
863,나무와 숲 어린이집,전라북도,익산시,민간,108,15,전라북도 익산시 동천로5길 31,063-842-7933,063-842-7993,8,Y,16,2,,2019-04-01,35.93200693,126.9688278
864,굿키즈 어린이집,전라북도,익산시,민간,103,17,전라북도 익산시 선화로13길 27,063-831-9181,063-854-9069,7,Y,0,2,,2019-04-01,35.95028477,126.9436458
865,미래어린이집,전라북도,익산시,민간,79,9,전라북도 익산시 동천로 81-17,063-841-7798,063-841-7794,7,Y,11,1,,2019-04-01,35.93024023,126.9706698
866,고래등어린이집,전라북도,익산시,민간,47,3,전라북도 익산시 서동로30길 25,063-831-1311,063-855-1311,9,Y,20,2,,2019-04-01,35.93538931,126.969235
867,하나어린이집,전라북도,익산시,민간,36,8,전라북도 익산시 동서로39길 23,063-856-2211,063-853-2213,4,Y,8,1,,2019-04-01,35.95153096,126.9731378
868,아이리더어린이집,전라북도,익산시,민간,38,10,전라북도 익산시 마한로5길 18-3,063-831-5753,063-831-5753,5,N,0,1,,2019-04-01,35.96593292,126.9746589
869,쏠티어린이집,전라북도,익산시,민간,118,18,전라북도 익산시 익산대로17길 14,063-852-0897,063-852-0897,7,Y,12,2,,2019-04-01,35.95242184,126.9507181
870,샛별어린이집,전라북도,익산시,민간,92,20,전라북도 익산시 모현동1가 선화로2길 28-8,063-855-8949,063-854-6555,7,Y,10,2,,2019-04-01,35.94970341,126.9343091
871,숲아띠어린이집,전라북도,익산시,민간,90,16,전라북도 익산시 부송로3길 27,063-838-0000,063-835-0563,9,Y,20,2,,2019-04-01,35.96963613,126.9849669
872,꿈밭어린이집,전라북도,익산시,민간,78,12,전라북도 익산시 무왕로19길 63,063-835-1111,063-834-7777,7,Y,10,1,,2019-04-01,35.96465965,126.9834278
873,중앙푸우어린이집,전라북도,익산시,민간,79,10,전라북도 익산시 익산대로14길 41-1,063-858-4312,063-843-3312,7,Y,15,1,,2019-04-01,35.93736009,126.9508912
874,하늘어린이집,전라북도,익산시,민간,99,16,전라북도 익산시 함열읍 익산대로 1840,063-861-7474,063-862-2736,8,Y,8,2,,2019-04-01,36.08221381,126.9676615
875,꿈동산어린이집,전라북도,익산시,민간,76,4,전라북도 익산시 모현동1가 선화로7길 52-1,063-858-4243,063-858-4244,5,Y,7,1,,2019-04-01,35.9478621,126.9477357
876,K 어린이집,전라북도,익산시,민간,61,7,전라북도 익산시 동서로 327,063-853-1231,,4,Y,0,1,,2019-04-01,35.95099524,126.9700231
877,알찬어린이집,전라북도,익산시,민간,75,14,전라북도 익산시 동서로33길 68,063-837-3354,063-837-3353,7,Y,14,2,,2019-04-01,35.95845841,126.9640826
878,이솝어린이집,전라북도,익산시,민간,28,10,전라북도 익산시 부송1로 17,063-835-2446,063-835-2446,3,N,0,1,,2019-04-01,35.95741289,126.9842118
879,자람터어린이집,전라북도,익산시,민간,98,10,전라북도 익산시 선화로 689-29,063-833-2057,063-833-2058,6,Y,2,1,,2019-04-01,35.96033557,126.9996756
880,해바라기어린이집,전라북도,익산시,민간,54,1,전라북도 익산시 춘포로 62,063-842-3554,063-851-3554,4,Y,0,1,,2019-04-01,35.91649152,126.9801642
881,열린나라어린이집,전라북도,익산시,민간,136,20,전라북도 익산시 배산로 157,063-851-4469,063-855-8778,8,Y,16,2,,2019-04-01,35.95164658,126.9407261
882,키드맘예능어린이집,전라북도,익산시,민간,32,10,전라북도 익산시 무왕로19길 11,063-831-7965,063-831-7966,4,N,0,1,,2019-04-01,35.95925989,126.9842196
883,쵸코렛어린이집,전라북도,익산시,민간,36,10,전라북도 익산시 궁동로 109,063-836-0865,063-836-0865,3,N,0,1,,2019-04-01,35.9626784,126.9843472
884,아이들세상어린이집,전라북도,익산시,민간,163,18,전라북도 익산시 무왕로 1543,063-835-6444,063-835-6443,11,Y,7,3,,2019-04-01,35.97149392,127.0253784
